ApplNo,Form,Dosage,drugname,activeingred
85898,CAPSULE; ORAL,100MG,SECOBARBITAL SODIUM,SECOBARBITAL SODIUM
85899,TABLET; SUBLINGUAL,0.5MG,ERGOLOID MESYLATES,ERGOLOID MESYLATES
85900,TABLET; SUBLINGUAL,1MG,ERGOLOID MESYLATES,ERGOLOID MESYLATES
85903,CAPSULE; ORAL,100MG,SECOBARBITAL SODIUM,SECOBARBITAL SODIUM
85904,"AEROSOL, METERED; INHALATION",0.12MG/INH,ISOPROTERENOL HYDROCHLORIDE,ISOPROTERENOL HYDROCHLORIDE
85907,TABLET; ORAL,2.5MG,ESTERIFIED ESTROGENS,"ESTROGENS, ESTERIFIED"
85909,CAPSULE; ORAL,50MG,SECOBARBITAL SODIUM,SECOBARBITAL SODIUM
85910,TABLET; ORAL,500MG;2.5MG,OXYCODONE 2.5/APAP 500,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE
85911,TABLET; ORAL,500MG;5MG,OXYCODONE 5/APAP 500,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE
85914,TABLET; ORAL,35MG,PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE
85915,CAPSULE; ORAL,100MG,PENTOBARBITAL SODIUM,PENTOBARBITAL SODIUM
85916,TABLET; ORAL,25MG,DIETHYLPROPION HYDROCHLORIDE,DIETHYLPROPION HYDROCHLORIDE
85917,TABLET; ORAL,300MG;30MG,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE
85922,TABLET; ORAL,25MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
85923,TABLET; ORAL,10MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
85925,TABLET; ORAL,50MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
85926,TABLET; ORAL,75MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
85927,TABLET; ORAL,100MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
85928,INJECTABLE; INJECTION,EQ 100MG BASE/VIAL,A-HYDROCORT,HYDROCORTISONE SODIUM SUCCINATE
85929,INJECTABLE; INJECTION,EQ 100MG BASE/VIAL,A-HYDROCORT,HYDROCORTISONE SODIUM SUCCINATE
85930,INJECTABLE; INJECTION,EQ 250MG BASE/VIAL,A-HYDROCORT,HYDROCORTISONE SODIUM SUCCINATE
85931,INJECTABLE; INJECTION,EQ 500MG BASE/VIAL,A-HYDROCORT,HYDROCORTISONE SODIUM SUCCINATE
85932,INJECTABLE; INJECTION,EQ 1GM BASE/VIAL,A-HYDROCORT,HYDROCORTISONE SODIUM SUCCINATE
85934,TABLET; ORAL,30MG,BUTABARBITAL SODIUM,BUTABARBITAL SODIUM
85935,TABLET; ORAL,25MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
85936,TABLET; ORAL,50MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
85937,CAPSULE; ORAL,50MG,PENTOBARBITAL SODIUM,PENTOBARBITAL SODIUM
85938,TABLET; ORAL,15MG,BUTABARBITAL SODIUM,BUTABARBITAL SODIUM
85940,SYRUP; ORAL,1.25MG/5ML,TRIPROLIDINE HYDROCHLORIDE,TRIPROLIDINE HYDROCHLORIDE
85941,TABLET; ORAL,35MG,PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE
85944,TABLET; ORAL,25MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
85945,TABLET; ORAL,50MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
85952,ELIXIR; ORAL,80MG/15ML,THEOPHYLLINE,THEOPHYLLINE
85953,SYRUP; ORAL,6.25MG/5ML,PROMETH PLAIN,PROMETHAZINE HYDROCHLORIDE
85956,TABLET; ORAL,25MG,CHLORPROMAZINE HYDROCHLORIDE,CHLORPROMAZINE HYDROCHLORIDE
85957,TABLET; ORAL,100MG,CHLORPROMAZINE HYDROCHLORIDE,CHLORPROMAZINE HYDROCHLORIDE
85958,TABLET; ORAL,200MG,CHLORPROMAZINE HYDROCHLORIDE,CHLORPROMAZINE HYDROCHLORIDE
85959,TABLET; ORAL,10MG,CHLORPROMAZINE HYDROCHLORIDE,CHLORPROMAZINE HYDROCHLORIDE
85960,TABLET; ORAL,50MG,CHLORPROMAZINE HYDROCHLORIDE,CHLORPROMAZINE HYDROCHLORIDE
85961,TABLET; ORAL,500MG,METHOCARBAMOL,METHOCARBAMOL
85962,TABLET; ORAL,4MG,TRICHLORMETHIAZIDE,TRICHLORMETHIAZIDE
85963,TABLET; ORAL,750MG,METHOCARBAMOL,METHOCARBAMOL
85964,TABLET; ORAL,300MG;60MG,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE
85966,TABLET; ORAL,25MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
85967,TABLET; ORAL,100MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
85968,TABLET; ORAL,50MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
85969,TABLET; ORAL,10MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
85970,TABLET; ORAL,150MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
85971,TABLET; ORAL,75MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
85973,TABLET; ORAL,EQ 5MG BASE,TRIFLUOPERAZINE HYDROCHLORIDE,TRIFLUOPERAZINE HYDROCHLORIDE
85974,TABLET; ORAL,25MG;25MG,SPIRONOLACTONE W/ HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; SPIRONOLACTONE
85975,TABLET; ORAL,EQ 1MG BASE,TRIFLUOPERAZINE HYDROCHLORIDE,TRIFLUOPERAZINE HYDROCHLORIDE
85976,TABLET; ORAL,EQ 2MG BASE,TRIFLUOPERAZINE HYDROCHLORIDE,TRIFLUOPERAZINE HYDROCHLORIDE
85978,TABLET; ORAL,266MG,QUINACT,QUINIDINE GLUCONATE
85979,LOTION; TOPICAL,2.5%;1%,PRAMOSONE,HYDROCORTISONE ACETATE; PRAMOXINE HYDROCHLORIDE
85980,LOTION; TOPICAL,1%;1%,PRAMOSONE,HYDROCORTISONE ACETATE; PRAMOXINE HYDROCHLORIDE
85981,POWDER; FOR RX COMPOUNDING,100%,HYDROCORTISONE ACETATE,HYDROCORTISONE ACETATE
85982,POWDER; FOR RX COMPOUNDING,100%,HYDRO-RX,HYDROCORTISONE
85983,"CAPSULE, EXTENDED RELEASE; ORAL",260MG,THEOBID,THEOPHYLLINE
85985,TABLET; ORAL,50MG,DIMENHYDRINATE,DIMENHYDRINATE
85986,TABLET; ORAL,12.5MG,PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE
85992,TABLET; ORAL,300MG;15MG,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE
85994,SOLUTION; INHALATION,0.25%,ISOPROTERENOL HYDROCHLORIDE,ISOPROTERENOL HYDROCHLORIDE
85995,SOLUTION; TOPICAL,2%,PEDIATRIC LTA KIT,LIDOCAINE HYDROCHLORIDE
85997,SOLUTION; INHALATION,0.50%,ISOETHARINE HYDROCHLORIDE,ISOETHARINE HYDROCHLORIDE
85998,INJECTABLE; INJECTION,1MG/ML,HYDROXOCOBALAMIN,HYDROXOCOBALAMIN
85999,TABLET; ORAL,50MG,ORASONE,PREDNISONE
86000,TABLET; ORAL,1GM,SULFAMETHOXAZOLE,SULFAMETHOXAZOLE
86001,SYRUP; ORAL,80MG/15ML,THEOPHYLLINE,THEOPHYLLINE
86002,TABLET; ORAL,10MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86003,TABLET; ORAL,100MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86004,TABLET; ORAL,75MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86005,TABLET; ORAL,35MG,PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE
86008,CREAM; TOPICAL,1%;10%,ALPHADERM,HYDROCORTISONE; UREA
86009,TABLET; ORAL,50MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86009,TABLET; ORAL,10MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86009,TABLET; ORAL,25MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86009,TABLET; ORAL,75MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86009,TABLET; ORAL,100MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86009,TABLET; ORAL,150MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86010,TABLET; ORAL,25MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86011,TABLET; ORAL,75MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86012,TABLET; ORAL,1GM,MICROSUL,SULFAMETHIZOLE
86013,TABLET; ORAL,35MG,STATOBEX,PHENDIMETRAZINE TARTRATE
86020,TABLET; ORAL,35MG,PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE
86024,SUSPENSION; ORAL,120MG/5ML;12MG/5ML,CAPITAL AND CODEINE,ACETAMINOPHEN; CODEINE PHOSPHATE
86026,TABLET; ORAL,25MG;25MG,SPIRONOLACTONE W/ HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; SPIRONOLACTONE
86028,TABLET; ORAL,250MG,CHLOROTHIAZIDE,CHLOROTHIAZIDE
86029,INJECTABLE; INJECTION,100MG/ML,TESTOSTERONE CYPIONATE,TESTOSTERONE CYPIONATE
86030,INJECTABLE; INJECTION,200MG/ML,TESTOSTERONE CYPIONATE,TESTOSTERONE CYPIONATE
86031,TABLET; SUBLINGUAL,5MG,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE
86032,TABLET; ORAL,10MG,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE
86033,TABLET; SUBLINGUAL,2.5MG,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE
86034,TABLET; ORAL,5MG,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE
86046,TABLET; ORAL,50MG,ANISOTROPINE METHYLBROMIDE,ANISOTROPINE METHYLBROMIDE
86047,TABLET; ORAL,500MG,TOLBUTAMIDE,TOLBUTAMIDE
86050,CREAM; TOPICAL,0.50%,HYDROCORTISONE ACETATE,HYDROCORTISONE ACETATE
86052,CREAM; TOPICAL,1%,HYDROCORTISONE ACETATE,HYDROCORTISONE ACETATE
86054,TABLET; SUBLINGUAL,2.5MG,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE
86055,TABLET; SUBLINGUAL,5MG,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE
86057,TABLET; ORAL,0.025MG;2.5MG,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE
86061,TABLET; ORAL,20MG,PREDNISONE,PREDNISONE
86062,TABLET; ORAL,10MG,PREDNISONE,PREDNISONE
86065,"TABLET, EXTENDED RELEASE; ORAL",500MG,PROCAN SR,PROCAINAMIDE HYDROCHLORIDE
86066,TABLET; ORAL,10MG,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE
86067,TABLET; ORAL,5MG,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE
86069,CREAM; VAGINAL,0.01%,ESTRACE,ESTRADIOL
86077,OINTMENT; TOPICAL,0.20%,NITROFURAZONE,NITROFURAZONE
86079,OINTMENT; TOPICAL,1%,HYDROCORTISONE,HYDROCORTISONE
86080,CREAM; TOPICAL,1%,HYDROCORTISONE,HYDROCORTISONE
86087,TABLET; ORAL,50MG,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE
86088,TABLET; ORAL,25MG,HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE
86090,TABLET; ORAL,150MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86095,INJECTABLE; INJECTION,100MG/ML,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE
86096,INJECTABLE; INJECTION,10MG/ML,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE
86099,TABLET; ORAL,400MG,QUINACT,QUINIDINE GLUCONATE
86101,CAPSULE; ORAL,50MG,SECONAL SODIUM,SECOBARBITAL SODIUM
86101,CAPSULE; ORAL,100MG,SECONAL SODIUM,SECOBARBITAL SODIUM
86106,TABLET; ORAL,35MG,PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE
86107,SOLUTION; ORAL,80MG/15ML,THEOLAIR,THEOPHYLLINE
86109,TABLET; ORAL,500MG,TOLBUTAMIDE,TOLBUTAMIDE
86113,TABLET; ORAL,EQ 10MG SULFATE,GUANETHIDINE MONOSULFATE,GUANETHIDINE MONOSULFATE
86114,TABLET; ORAL,EQ 25MG SULFATE,GUANETHIDINE MONOSULFATE,GUANETHIDINE MONOSULFATE
86117,TABLET; ORAL,0.1MG,RESERPINE,RESERPINE
86118,TABLET; ORAL,7.5MG,WARFARIN SODIUM,WARFARIN SODIUM
86119,TABLET; ORAL,5MG,WARFARIN SODIUM,WARFARIN SODIUM
86120,TABLET; ORAL,2.5MG,WARFARIN SODIUM,WARFARIN SODIUM
86122,TABLET; ORAL,10MG,WARFARIN SODIUM,WARFARIN SODIUM
86123,TABLET; ORAL,2MG,WARFARIN SODIUM,WARFARIN SODIUM
86129,INJECTABLE; INJECTION,"1,000 UNITS/ML",HEPARIN SODIUM PRESERVATIVE FREE,HEPARIN SODIUM
86130,TABLET; ORAL,0.5MG;500MG,PROBENECID AND COLCHICINE,COLCHICINE; PROBENECID
86141,TABLET; ORAL,500MG,TOLBUTAMIDE,TOLBUTAMIDE
86143,TABLET; ORAL,50MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86144,TABLET; ORAL,10MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86145,TABLET; ORAL,25MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86146,TABLET; ORAL,100MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86147,TABLET; ORAL,75MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86148,TABLET; ORAL,150MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86150,TABLET; ORAL,500MG,PROBENECID,PROBENECID
86151,TABLET; ORAL,100MG,PHENYLBUTAZONE,PHENYLBUTAZONE
86153,TABLET; ORAL,150MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86154,CREAM; TOPICAL,0.50%,HYDROCORTISONE,HYDROCORTISONE
86155,CREAM; TOPICAL,1%,HYDROCORTISONE,HYDROCORTISONE
86156,OINTMENT; TOPICAL,0.20%,NITROFURAZONE,NITROFURAZONE
86157,TABLET; ORAL,10MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86158,TABLET; ORAL,100MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86159,TABLET; ORAL,16MG,METHYLPREDNISOLONE,METHYLPREDNISOLONE
86161,TABLET; ORAL,4MG,METHYLPREDNISOLONE,METHYLPREDNISOLONE
86162,TABLET; ORAL,325MG;50MG;40MG,"BUTALBITAL, ASPIRIN AND CAFFEINE",ASPIRIN; BUTALBITAL; CAFFEINE
86163,TABLET; ORAL,500MG,SULFAMETHOXAZOLE,SULFAMETHOXAZOLE
86165,TABLET; ORAL,4MG,CYPROHEPTADINE HYDROCHLORIDE,CYPROHEPTADINE HYDROCHLORIDE
86166,TABLET; ORAL,5MG,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE
86167,TABLET; ORAL,20MG,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE
86168,TABLET; SUBLINGUAL,5MG,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE
86169,TABLET; ORAL,10MG,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE
86170,CREAM; TOPICAL,1%,HYDROCORTISONE,HYDROCORTISONE
86171,TABLET; ORAL,4MG,TRICHLORMETHIAZIDE,TRICHLORMETHIAZIDE
86173,TABLET; ORAL,0.025MG;2.5MG,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE
86176,TABLET; ORAL,200MG,QUINIDINE SULFATE,QUINIDINE SULFATE
86178,TABLET; ORAL,2MG,GLYCOPYRROLATE,GLYCOPYRROLATE
86179,TABLET; ORAL,350MG,CARISOPRODOL,CARISOPRODOL
86183,CAPSULE; ORAL,EQ 50MG HCL,HYDROXYZINE PAMOATE,HYDROXYZINE PAMOATE
86184,TABLET; ORAL,500MG,SULFASALAZINE,SULFASALAZINE
86187,TABLET; ORAL,4MG,BROMPHENIRAMINE MALEATE,BROMPHENIRAMINE MALEATE
86188,TABLET; SUBLINGUAL,1MG,GERIMAL,ERGOLOID MESYLATES
86189,TABLET; SUBLINGUAL,0.5MG,GERIMAL,ERGOLOID MESYLATES
86192,TABLET; ORAL,25MG,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE
86192,TABLET; ORAL,50MG,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE
86195,"AEROSOL, METERED; TOPICAL",1%;1%,PROCTOFOAM HC,HYDROCORTISONE ACETATE; PRAMOXINE HYDROCHLORIDE
86202,INJECTABLE; INJECTION,1%,PROCAINE HYDROCHLORIDE,PROCAINE HYDROCHLORIDE
86202,INJECTABLE; INJECTION,2%,PROCAINE HYDROCHLORIDE,PROCAINE HYDROCHLORIDE
86205,INJECTABLE; INJECTION,3MEQ/ML,AMMONIUM CHLORIDE,AMMONIUM CHLORIDE
86207,LOTION; TOPICAL,0.50%,DRICORT,HYDROCORTISONE ACETATE
86208,INJECTABLE; INJECTION,2MEQ/ML,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE
86209,LOTION/SHAMPOO; TOPICAL,2.50%,SELENIUM SULFIDE,SELENIUM SULFIDE
86210,INJECTABLE; INJECTION,3MEQ/ML,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE
86212,CAPSULE; ORAL,25MG,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE
86213,CAPSULE; ORAL,5MG,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE
86217,CAPSULE; ORAL,10MG,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE
86219,INJECTABLE; INJECTION,1MEQ/ML,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE
86219,INJECTABLE; INJECTION,2MEQ/ML,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE
86219,INJECTABLE; INJECTION,3MEQ/ML,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE
86219,INJECTABLE; INJECTION,4MEQ/ML,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE
86220,INJECTABLE; INJECTION,3MEQ/ML,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE
86220,INJECTABLE; INJECTION,2MEQ/ML,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE
86221,TABLET; ORAL,5MG,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE
86222,TABLET; SUBLINGUAL,5MG,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE
86223,TABLET; ORAL,10MG,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE
86225,TABLET; SUBLINGUAL,2.5MG,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE
86231,CAPSULE; ORAL,325MG;50MG;40MG,"BUTALBITAL, ASPIRIN AND CAFFEINE",ASPIRIN; BUTALBITAL; CAFFEINE
86237,TABLET; ORAL,325MG;50MG;40MG,"BUTALBITAL, ASPIRIN AND CAFFEINE",ASPIRIN; BUTALBITAL; CAFFEINE
86240,CREAM; TOPICAL,0.10%,KENALOG-H,TRIAMCINOLONE ACETONIDE
86242,TABLET; ORAL,10MG,HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE
86242,TABLET; ORAL,50MG,HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE
86242,TABLET; ORAL,25MG,HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE
86242,TABLET; ORAL,100MG,HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE
86243,TABLET; ORAL,25MG,HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE
86256,OINTMENT; TOPICAL,0.50%,HYDROCORTISONE,HYDROCORTISONE
86257,OINTMENT; TOPICAL,1%,HYDROCORTISONE,HYDROCORTISONE
86258,INJECTABLE; INJECTION,25MG/ML,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE
86258,INJECTABLE; INJECTION,50MG/ML,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE
86259,TABLET; ORAL,4MG,TRICHLORMAS,TRICHLORMETHIAZIDE
86260,TABLET; ORAL,8MG,ONA-MAST,PHENTERMINE HYDROCHLORIDE
86262,TABLET; ORAL,10MG,DUVOID,BETHANECHOL CHLORIDE
86263,TABLET; ORAL,25MG,DUVOID,BETHANECHOL CHLORIDE
86264,TABLET; SUBLINGUAL,1MG,ERGOLOID MESYLATES,ERGOLOID MESYLATES
86265,TABLET; SUBLINGUAL,0.5MG,ERGOLOID MESYLATES,ERGOLOID MESYLATES
86267,TABLET; ORAL,25MG,IMIPRAMINE HYDROCHLORIDE,IMIPRAMINE HYDROCHLORIDE
86268,TABLET; ORAL,50MG,IMIPRAMINE HYDROCHLORIDE,IMIPRAMINE HYDROCHLORIDE
86269,TABLET; ORAL,10MG,IMIPRAMINE HYDROCHLORIDE,IMIPRAMINE HYDROCHLORIDE
86271,CREAM; TOPICAL,2.50%,HYDROCORTISONE,HYDROCORTISONE
86272,OINTMENT; TOPICAL,2.50%,HYDROCORTISONE,HYDROCORTISONE
86273,CAPSULE; ORAL,100MG,SECOBARBITAL SODIUM,SECOBARBITAL SODIUM
86275,CREAM; TOPICAL,0.50%,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE
86276,CREAM; TOPICAL,0.10%,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE
86277,CREAM; TOPICAL,0.03%,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE
86283,JELLY; TOPICAL,2%,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE
86294,CAPSULE; ORAL,10MG,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE
86295,TABLET; ORAL,150MG,AMITRIL,AMITRIPTYLINE HYDROCHLORIDE
86296,TABLET; ORAL,1MG,FOLIC ACID,FOLIC ACID
86297,INJECTABLE; INJECTION,2MEQ/ML,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE
86298,TABLET; ORAL,25MG;15MG;0.1MG,UNIPRES,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE
86299,TABLET; ORAL,400MG,MEPROBAMATE,MEPROBAMATE
86306,TABLET; ORAL,4MG,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE
86308,TABLET; ORAL,10MG,HOMAPIN-10,HOMATROPINE METHYLBROMIDE
86309,TABLET; ORAL,5MG,HOMAPIN-5,HOMATROPINE METHYLBROMIDE
86310,"TABLET, CHEWABLE; ORAL",3MG,EQUIPIN,HOMATROPINE METHYLBROMIDE
86329,CAPSULE; ORAL,30MG,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE
86330,TABLET; ORAL,25MG;0.125MG,HYDROCHLOROTHIAZIDE W/ RESERPINE,HYDROCHLOROTHIAZIDE; RESERPINE
86331,TABLET; ORAL,50MG;0.125MG,HYDROCHLOROTHIAZIDE W/ RESERPINE,HYDROCHLOROTHIAZIDE; RESERPINE
86332,INJECTABLE; INJECTION,10MG/ML,MEPERIDINE HYDROCHLORIDE,MEPERIDINE HYDROCHLORIDE
86333,TABLET; ORAL,500MG;5MG,VICOPRIN,ASPIRIN; HYDROCODONE BITARTRATE
86335,TABLET; ORAL,150MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86336,TABLET; ORAL,100MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86337,TABLET; ORAL,75MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86348,INJECTABLE; INJECTION,EQ 5MG BASE/ML,PROCHLORPERAZINE EDISYLATE,PROCHLORPERAZINE EDISYLATE
86357,INJECTABLE; INJECTION,10 UNITS/ML,HEPARIN LOCK FLUSH,HEPARIN SODIUM
86357,INJECTABLE; INJECTION,500 UNITS/ML,HEPARIN LOCK FLUSH,HEPARIN SODIUM
86358,INJECTABLE; INJECTION,EQ 20MG BASE/VIAL,MEXATE,METHOTREXATE SODIUM
86358,INJECTABLE; INJECTION,EQ 50MG BASE/VIAL,MEXATE,METHOTREXATE SODIUM
86358,INJECTABLE; INJECTION,EQ 100MG BASE/VIAL,MEXATE,METHOTREXATE SODIUM
86358,INJECTABLE; INJECTION,EQ 250MG BASE/VIAL,MEXATE,METHOTREXATE SODIUM
86359,TABLET; ORAL,5MG,METHAMPHETAMINE HYDROCHLORIDE,METHAMPHETAMINE HYDROCHLORIDE
86363,"TABLET, EXTENDED RELEASE; ORAL",250MG,THEOLAIR-SR,THEOPHYLLINE
86364,SOLUTION; TOPICAL,4%,LARYNG-O-JET KIT,LIDOCAINE HYDROCHLORIDE
86365,TABLET; ORAL,35MG,PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE
86366,SOLUTION; ORAL,120MG/5ML;12MG/5ML,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE
86369,TABLET; ORAL,25MG,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE
86370,TABLET; ORAL,35MG,PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE
86382,CAPSULE; ORAL,25MG,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE
